SKU;DESCRIPCION;MARCA;COSTO;VENTA;IVA %;CATEGORIA;SUB CATEGORIA
CS30;Speakerphone Omni USB BT;FANVIL;95;123.5;21;TELEFONIA IP;ACCESORIOS
CS40;Conferencing Speakerphone;FANVIL;91;118;21;TELEFONIA IP;ACCESORIOS
DB20-H;Phone Dock Bluetooth;FANVIL;132;132;21;TELEFONIA IP;ACCESORIOS
FH-S01;FH-S01 SIP Ceiling Speake;FANVIL;197.8;237.36;21;TELEFONIA IP;ACCESORIOS
HT301;QD-RJ9 Mono Headset;FANVIL;18.9;24;21;TELEFONIA IP;ACCESORIOS
HT301-U;USB Wired mono Headset;FANVIL;35.4;42.47;21;TELEFONIA IP;ACCESORIOS
HT302;QD-RJ9 Dual Headset;FANVIL;22.5;29;21;TELEFONIA IP;ACCESORIOS
HT302-U;USB Wired dual Headset;FANVIL;25;29;21;TELEFONIA IP;ACCESORIOS
KT10;Emergency Wireless Button;FANVIL;10.2;13.4;21;TELEFONIA IP;ACCESORIOS
KT20;Emergency Wireless Button;FANVIL;10.2;13.5;21;TELEFONIA IP;ACCESORIOS
KT30;Emergency Wireless Button;FANVIL;12;18;21;TELEFONIA IP;ACCESORIOS
PN1;2-Wire Converter;FANVIL;89;115;21;TELEFONIA IP;ACCESORIOS
PN24;2-Wire PoE Switch 24Ports;FANVIL;215;277;21;TELEFONIA IP;ACCESORIOS
PN8;2-Wire PoE Switch;FANVIL;118;152;10.5;TELEFONIA IP;ACCESORIOS
T03;Line Sequence Converter;FANVIL;3.5;4.5;21;TELEFONIA IP;ACCESORIOS
WB101;Soporte para pared de tel;FANVIL;4.16;5.4;21;TELEFONIA IP;ACCESORIOS
WB102;Soporte de pared p/X4SG /;FANVIL;4.16;5.4;21;TELEFONIA IP;ACCESORIOS
70ALARIJ01;Alari MJ1 Residencial;ALARI;99.25;119.1;10.5;CERCO PERIMETRAL;ALARMA
70ALARIJ02;ALARI MJ2 - Industrial;ALARI;116.41;139.69;10.5;CERCO PERIMETRAL;ALARMA
HY-1310-CTXF;Addressable Heat Detector;DAHUA;3.89;3.89;21;INCENDIO;ALARMA
HY-GC20B-R8;Alarma Monoxido Carbono;DAHUA;20.06;20.06;21;INCENDIO;ALARMA
HY-HT10A-R8;Wireless Interconnected H;DAHUA;8.5;8.5;21;INCENDIO;ALARMA
HY-SA40A;Standalone Smoke Alarm;DAHUA;7.67;7.67;21;INCENDIO;ALARMA
BP-01PV;8MP RJ45 Balun;CYGNUS;1.9;2.5;21;ACCESORIOS;BALUNES
CY-BH-01B;Balun pasivo por bornera;CYGNUS;5.89;7.68;21;ACCESORIOS;BALUNES
CY-BH-01P;Balun pasivo por ficha RJ;CYGNUS;4.9;6.5;21;ACCESORIOS;BALUNES
CY-BH-01PR;Balun pasivo por ficha RJ;CYGNUS;23.41;30.45;21;ACCESORIOS;BALUNES
CY-BH-16PV;Kit balunera de 16ch seña;CYGNUS;630;819.82;21;ACCESORIOS;BALUNES
CY-BP-01B;Balun pasivo con terminal;CYGNUS;1.49;1.9;21;ACCESORIOS;BALUNES
CY-BP-01B-S2;Balun pasivo por Bornera;CYGNUS;1.9;2.6;21;ACCESORIOS;BALUNES
CY-BP-01T;Balun pasivo con terminal;CYGNUS;1.54;1.9;21;ACCESORIOS;BALUNES
CY-BP-USB;Balun pasivo para USB 1.1;CYGNUS;12;16;21;ACCESORIOS;BALUNES
DS-1H18-A;Video Balun TVI Hik;HIKVISION;1.7;2.7;21;ACCESORIOS;BALUNES
DS-1H18S-E-C;Video Balun Hikvision;HIKVISION;2.1;3.3;21;ACCESORIOS;BALUNES
HM-209;Video Balun a tornillo;VS;1.26;1.65;21;ACCESORIOS;BALUNES
HM-926;Par Video balun a presion;VS;1.29;1.68;21;ACCESORIOS;BALUNES
CY-BIR2-100M;Barrera Infrarroja de 2 h;CYGNUS;59.83;85.56;10.5;ALARMAS;BARRERAS
CY-BIR2-100-S2;Barrera infrarroja de 2H;CYGNUS;21;27.3;21;ALARMAS;BARRERAS
CY-BIR2-100-SUN;Barrera IR 2 haces alim S;CYGNUS;125;165;21;ALARMAS;BARRERAS
CY-BIR2-60M;Barrera Infrarroja de 2 h;CYGNUS;20.06;28.69;10.5;ALARMAS;BARRERAS
CY-BIR2-60-S2;Barrera infrarroja 2H 60m;CYGNUS;19.9;25.9;21;ALARMAS;BARRERAS
CY-BIR3-250M;Barrera de 3 haces - 250m;CYGNUS;62.18;88.91;10.5;ALARMAS;BARRERAS
CY-BIR3-250-S2;Barrera infrarroja de 3H;CYGNUS;57;75;21;ALARMAS;BARRERAS
CY-BIR-HEATER;Cinta Calefactora Barrera;CYGNUS;6.1;7.96;10.5;ALARMAS;BARRERAS
CY-CIR6-100M;Barrera de 6 haces - 100;CYGNUS;106.99;139.65;10.5;ALARMAS;BARRERAS
CY-KIT4-CV;Kit XVR y 4 cámaras HDCVI;CYGNUS;0;0;21;KITS;CABLEADO
CY-KIT4-UTP;Kit XVR y 4 cámaras HDCVI;CYGNUS;0;0;21;KITS;CABLEADO
CY-KIT-NVR-WIFI-4B;Kit de 4 Cámaras IP 2Mpx;CYGNUS;462.28;578.22;21;KITS;CABLEADO
DS-J142I-NKS422W03H;2MP NVS KIT PROMO;HIKVISION;69.75;84.75;21;KITS;CABLEADO
1.5M-4K;Cable HDMI 4K 1.5 mts;VS;3.3;4.8;21;ACCESORIOS;CABLES
10M-4K;Cable HDMI 4K x 10mts;VS;11.5;16.5;21;ACCESORIOS;CABLES
3M-4K;Cable HDMI 4K x 3 mts;VS;5.5;7.9;21;ACCESORIOS;CABLES
ANI-UTP500-ALL;BOBINA UTP CON LINGA 500M;VS;0;0;21;ACCESORIOS;CABLES
BNC100;Cable BNC 1m macho<>macho;CYGNUS;1.5;2.3;21;ACCESORIOS;CABLES
BNC60;Cable BNC 60cm macho<>mac;CYGNUS;3.61;4.7;21;ACCESORIOS;CABLES
CY-UTP-COBRE-2P;Cable UTP Cat5e 100% cobr;CYGNUS;69;72;21;ACCESORIOS;CABLES
CY-UTP-COBRE-4P-100;Cable UTP Cat5e x100 mt;CYGNUS;45;52;21;ACCESORIOS;CABLES
CY-UTP-COBRE-4P-500;BobinaUTP Cat5e Ext 500mt;CYGNUS;199;220;21;ACCESORIOS;CABLES
CY-UTP-COBRE-4P-B;Cable UTP Cat5e Ext Blanc;CYGNUS;110;125;21;ACCESORIOS;CABLES
CY-UTP-COBRE-4P-N;Cable UTP Cat5e Ext Negro;CYGNUS;115;130;21;ACCESORIOS;CABLES
CY-UTP-PC;Patch cord cat 5e 50cm;CYGNUS;0.85;1.04;21;ACCESORIOS;CABLES
CY-UTP-PC1;Cable Patch cord Cat 5e 1;CYGNUS;1.1;1.4;21;ACCESORIOS;CABLES
CY-UTP-PC2;Cable Patch Cord Cat 5e 2;CYGNUS;1.25;1.35;21;ACCESORIOS;CABLES
DC1-4;DC Spliter 1 a 4;CYGNUS;1;1;21;ACCESORIOS;CABLES
DC1-5;DC Spliter 1 a 5;CYGNUS;1.2;1.2;21;ACCESORIOS;CABLES
DC1-8;DC Spliter 1 a 8;CYGNUS;1.6;1.6;21;ACCESORIOS;CABLES
DCFC;Ficha 12V Hembra x1u;CYGNUS;0.12;0.12;21;ACCESORIOS;CABLES
DCMC;Ficha 12V  Macho x1u;CYGNUS;0.12;0.12;21;ACCESORIOS;CABLES
DS-1LN5E-E-E;305 m CAT5E UTP Cable Cob;HIKVISION;104;131;21;ACCESORIOS;CABLES
DS-1LN5EO-UU-E;305 m CAT5E UTP Outdoor 0;HIKVISION;118;147;21;ACCESORIOS;CABLES
HDMI-10;HDMI Cable 1080P x10m;CYGNUS;3.5;3.5;21;ACCESORIOS;CABLES
HDMI1M;Cable HDMI 1m 1080p;CYGNUS;5.81;7.58;21;ACCESORIOS;CABLES
HDMI-3;HDMI Cable 1080P x 3m;CYGNUS;2;2;21;ACCESORIOS;CABLES
HDMI3M;Cable HDMI 3m 1080p;CYGNUS;9.61;12.51;21;ACCESORIOS;CABLES
HDMI5M;Cable HDMI 5m 1080p;CYGNUS;20.76;27.02;21;ACCESORIOS;CABLES
MULT;Splitter Alimentacion 1-4;CYGNUS;2.82;2.82;21;ACCESORIOS;CABLES
NT-2001-RJ45;RJ45 bolsa x 100u;GLC;4.8;4.8;21;ACCESORIOS;CABLES
NT2001RJ45C6;Plug Rj 45 Cat 6 x100;GLC;10.3;10.3;21;ACCESORIOS;CABLES
NT-2002-AM;Capuchon RJ45 Amaril x100;GLC;2.9;2.9;21;ACCESORIOS;CABLES
NT-2002-AZ;Capuchon RJ45 Azul x100;GLC;2.9;2.9;21;ACCESORIOS;CABLES
NT-2002-NG;Capuchon RJ45 bolsa x100;GLC;3.9;3.9;21;ACCESORIOS;CABLES
PATCH-10M;Patch Cord Cat5e 10M;CYGNUS;6.8;6.8;21;ACCESORIOS;CABLES
PATCH-20M;Patch Cord Cat5e 20M;CYGNUS;12.7;12.7;21;ACCESORIOS;CABLES
PATCH-30M;Patch Cord Cat5e 30M;CYGNUS;18.9;18.9;21;ACCESORIOS;CABLES
PFM972-6U-1;UTP CAT6 Patch Cord 1MT;DAHUA;1.5;1.5;21;ACCESORIOS;CABLES
PFM972-6U-2;UTP CAT6 Patch Cord 2MT;DAHUA;2.1;2.1;21;ACCESORIOS;CABLES
PFM972-6U-3;UTP CAT6 Patch Cord 3MT;DAHUA;1.65;1.65;21;ACCESORIOS;CABLES
RJ45-45;RJ45 Coupler x 1U;CYGNUS;0.2;0.2;21;ACCESORIOS;CABLES
RJ45-C2-5e;RJ45 cat5e Bolsa x100U;CYGNUS;7.5;7.5;21;ACCESORIOS;CABLES
RJ45-C2-6;RJ45 Cat6 Bolsa x100U;CYGNUS;7.5;7.5;21;ACCESORIOS;CABLES
RJ45-C-5e;Rj45 5e Pasante  x100U;CYGNUS;7.5;7.5;21;ACCESORIOS;CABLES
RJ45-C-6;RJ45 Cat6 Pasante x100U;CYGNUS;7.5;7.5;21;ACCESORIOS;CABLES
70AVS50-18;Cable Alta Tension Cerco;ALARI;13.09;15.71;21;CERCO PERIMETRAL;CABLES
70AVSFLEX;Cable Alta Tension Cerco;ALARI;15.64;18.76;21;CERCO PERIMETRAL;CABLES
70CM106;Cable Acero Galv 1.2mm;ALARI;57.82;69.38;21;CERCO PERIMETRAL;CABLES
8PIN-SIGNAL-CABLE;Cable extension para R-Wa;STREAMAX;9.35;10.2;21;MOVILES;CABLES
ADP20-10P-OUT;Cable 10 pines para AD Pl;STREAMAX;14.96;16.32;21;MOVILES;CABLES
AE-MC0201-16;Cable 16 mt conect Aviaci;HIKVISION;26.9;43;21;MOVILES;CABLES
AE-MC0201-2;Cable de interconexión pa;HIKVISION;8.7;14;21;MOVILES;CABLES
AE-MC0201-20;Cable 20 mtrs conect tipo;HIKVISION;34.5;56;21;MOVILES;CABLES
AE-MCE21X-05C05;Accesorio Cable AE-MW1203;HIKVISION;74;120;21;MOVILES;CABLES
B2-TRFCABLE;B2 Transfer Cable;STREAMAX;14.96;16.32;21;MOVILES;CABLES
C6LITE-10P-OUT;10 PIN  cable para C6Lite;STREAMAX;14.96;16.32;21;MOVILES;CABLES
CA53TOCA51;Extension cable CA53 to C;STREAMAX;28.05;30.6;21;MOVILES;CABLES
GX4-12;Cable GX 4 Pines 12m;DAHUA;7.08;7.08;21;MOVILES;CABLES
GX4-18;Cable GX 4 Pines 18m;DAHUA;10.62;10.62;21;MOVILES;CABLES
GX4-3;Cable GX 4 Pines 3m;DAHUA;3.54;3.54;21;MOVILES;CABLES
MC-AF4-AM4-18;Cable extensión aviador 4;DAHUA;7.08;7.08;21;MOVILES;CABLES
MC-AF4-AM4-6;Cable extensión aviador 4;DAHUA;4.13;4.13;21;MOVILES;CABLES
MC-AF6-AM6-18;Cable extension Aviador M;DAHUA;20.65;20.65;21;MOVILES;CABLES
MC-AF7-AM7-4;Cable para moviles 7 pine;DAHUA;6.88;6.88;21;MOVILES;CABLES
MCNU-GXF4-GXM4-18;Cable 4 pines 18mt mobile;DAHUA;14;16;21;MOVILES;CABLES
MCNU-GXF4--GXM4-3;Cable conversor de 4 pine;DAHUA;3.54;3.54;21;MOVILES;CABLES
MCNU-GXF4-GXM4-6;Cable 4 pin 6mt mobile;DAHUA;5.5;5.5;21;MOVILES;CABLES
MC-PF3-B3-4;Cable de alimentacion par;DAHUA;4.18;4.18;21;MOVILES;CABLES
SM-ALARMSERIALX3N;Alarm 16 pins + serial 14;STREAMAX;18.7;20.4;21;MOVILES;CABLES
SM-GX4-11M;Cable de conexión de GX d;STREAMAX;23.85;26.02;21;MOVILES;CABLES
SM-GX4-15M;Cable de conexión de GX d;STREAMAX;35.78;39.03;21;MOVILES;CABLES
SM-GX4-5M;Cable de conexión de GX d;STREAMAX;11.93;13.01;21;MOVILES;CABLES
SM-GX4-7M;Cable  GX 4 pines 7 metro;STREAMAX;17.89;19.51;21;MOVILES;CABLES
SM-GX4-9M;Cable GX 4 pines AHD 9m;STREAMAX;19.08;20.82;21;MOVILES;CABLES
SM-GX6-11M;Cable GX 6 pines 11m;STREAMAX;19.32;21.08;21;MOVILES;CABLES
SM-GX6-15M;Cable de conexion de GX d;STREAMAX;29.46;32.13;21;MOVILES;CABLES
SM-GX6-3M;6 Pin Extension cable 3 M;STREAMAX;7.16;7.81;21;MOVILES;CABLES
SM-GX6-5M;Cable de conexion de GX d;STREAMAX;7.87;8.59;21;MOVILES;CABLES
SM-GX6-RJ45;Cable adaptador de conect;STREAMAX;11.93;13.01;21;MOVILES;CABLES
SM-H5-SERIALCABLE;CABLE SERIAL PARA H5-0401;STREAMAX;11.93;13.01;21;MOVILES;CABLES
SM-LVDS-2M;Cable extension LVDS 4 pi;STREAMAX;11.81;12.88;21;MOVILES;CABLES
SM-LVDSCABLE;Cable de conexion de cama;STREAMAX;0;0;21;MOVILES;CABLES
T1CABLE-10PA16P;Cable tipo 1 OBD para ADP;STREAMAX;11.93;13.01;21;MOVILES;CABLES
T2CABLE-10PA16P;Cable Tipo 2 OBD;STREAMAX;11.93;13.01;21;MOVILES;CABLES
USB-transfer-cable;Cable USB Data Transfer;STREAMAX;7.16;7.81;21;MOVILES;CABLES
WIRE-RWTOADP2;Cable R-WATCH a AD PLUS 2;STREAMAX;19.08;20.82;21;MOVILES;CABLES
CY-BOX115;Caja plastica estanco IP6;CYGNUS;4.77;6.18;21;ACCESORIOS;CAJAS CONEXION
GBOX-115;Caja estanca plástica IP;GENROD;4.52;5.04;21;ACCESORIOS;CAJAS CONEXION
GBOX-210;Caja estanca plástica IP;GENROD;8.91;9.98;21;ACCESORIOS;CAJAS CONEXION
GBOX-310;Caja estanca plástica IP;GENROD;17.95;20.12;21;ACCESORIOS;CAJAS CONEXION
GBOX-90;Caja estanca plástica IP;GENROD;3.14;3.52;21;ACCESORIOS;CAJAS CONEXION
GE-S9000-30x30;Gab. Estanco Serie 9000 -;GENROD;0;0;21;ACCESORIOS;CAJAS CONEXION
GE-S9000CCTV-45x45;Gabinete estanco serie 90;GENROD;257.26;288.41;21;ACCESORIOS;CAJAS CONEXION
GE-S9000CCTV-45x60;Gabinete estanco serie 90;GENROD;288.12;323.02;21;ACCESORIOS;CAJAS CONEXION
GE-S9000CCTV-60x60;Gab. Estanco con sobretec;GENROD;0;0;21;ACCESORIOS;CAJAS CONEXION
CY-EX304SOP;Soporte de pared para cám;CYGNUS;110.05;143.12;21;ANTIEXPLOSIVAS;CAMARAS
CY-EX3BOX;Box 3 Conexiones;CYGNUS;58;75.39;21;ANTIEXPLOSIVAS;CAMARAS
CY-EX4BOX;Box 4 Conexiones;CYGNUS;154.64;201.23;21;ANTIEXPLOSIVAS;CAMARAS
CY-EXB22MAHD-IR-4;2MP AHD Explosion Proof;CYGNUS;1159.9;1507.87;21;ANTIEXPLOSIVAS;CAMARAS
CY-EXB22M-IR-12-12VDC;IPC 2MP IR ATEX;CYGNUS;1159.9;1507.87;21;ANTIEXPLOSIVAS;CAMARAS
CY-EXB22M-IR-12-P;2MP IR 4.0 ATEX;CYGNUS;1159.9;1507.87;21;ANTIEXPLOSIVAS;CAMARAS
CY-EXB22M-IR-4-P;IPC 2Mp 4.0 IR ATEX;CYGNUS;1159.9;1507.87;21;ANTIEXPLOSIVAS;CAMARAS
CY-EXB5218K-Z;IP Bullet Antiexplosiva;CYGNUS;2024.99;2635.13;21;ANTIEXPLOSIVAS;CAMARAS
CY-EXB5218-Z;2MP 18x Explosion Proof;CYGNUS;1415.45;1840.7;21;ANTIEXPLOSIVAS;CAMARAS
CY-EXC18100;Cable Conduit Flexible;CYGNUS;48.33;62.83;21;ANTIEXPLOSIVAS;CAMARAS
CY-EXH5000-T200;Housing con Refrigeracion;CYGNUS;1256.56;1633.53;21;ANTIEXPLOSIVAS;CAMARAS
CY-EXPTZ230-IR;Camara ATEX PTZ 2Mpx 30x;CYGNUS;7846.36;10210.88;21;ANTIEXPLOSIVAS;CAMARAS
CZ300;Explosion-proof Junction;DAHUA;0;0;21;ANTIEXPLOSIVAS;CAMARAS
ZANXG-1.0;Explosion-proof Flexible;DAHUA;5.9;5.9;21;ANTIEXPLOSIVAS;CAMARAS
946C24;C24- IP1080-4mm - F-R-S i;STREAMAX;211.33;230.54;21;MOVILES;CAMARAS
946C25;C25 - IPC Cabin Camera 10;STREAMAX;102.86;112.21;21;MOVILES;CAMARAS
A6-210F;A6 - Anti explosion camer;STREAMAX;130.91;142.81;21;MOVILES;CAMARAS
AE-VA236A-010;2MP Low Illumination Arou;HIKVISION;54;87;21;MOVILES;CAMARAS
AE-VC143T-ITS-0210-020-BMWHEAD;720P 1/2.9” IR array cyli;HIKVISION;36.6;52.7;21;MOVILES;CAMARAS
AE-VC154T-IT-060;Camara DSM 720 moviles Hi;HIKVISION;55;88;21;MOVILES;CAMARAS
AE-VC1B1I-ISF-060;DSM camera;HIKVISION;412;537;21;MOVILES;CAMARAS
AE-VC211T-IRS-0280;1080P IR hemispherical an;HIKVISION;76;116;21;MOVILES;CAMARAS
AE-VC224T-IT-0280-MIRROR;1080P 1/2.9”CMOS infrared;HIKVISION;47.2;73;21;MOVILES;CAMARAS
AE-VC259T-0210-UPPERWIRE;IR Waterproof Mobile Came;HIKVISION;46.6;67.2;21;MOVILES;CAMARAS
B2-LEFT;BSD Sound and light alarm;STREAMAX;56.11;61.21;21;MOVILES;CAMARAS
B2-RIGHT;BSD Sound and light alarm;STREAMAX;56.11;61.21;21;MOVILES;CAMARAS
C20D;Camara ADAS doble lente;STREAMAX;261.82;285.63;21;MOVILES;CAMARAS
C29N;Camara DSM IP 1280x800 PO;STREAMAX;158.96;173.42;21;MOVILES;CAMARAS
C6D AI-M;Camara frontal dashcam pa;STREAMAX;583.49;636.54;21;MOVILES;CAMARAS
CA2;Fixed dome 1080P-audio- I;STREAMAX;65.46;71.41;21;MOVILES;CAMARAS
CA20S;Camara ADAS AI 1080P AHD;STREAMAX;121.56;132.61;21;MOVILES;CAMARAS
CA29M;Camara DSM AHD 720P IP;STREAMAX;149.61;163.22;21;MOVILES;CAMARAS
CA39;CA39 -1080P AHD Camera ou;STREAMAX;74.81;81.61;21;MOVILES;CAMARAS
CA39B;Mobile Cam AHD 1080P audi;STREAMAX;65.46;71.41;21;MOVILES;CAMARAS
CA51;CA51 1080PIR- 1.9mm- outs;STREAMAX;75;98;21;MOVILES;CAMARAS
CA51A;1080P AHD 1.9mm with  cas;STREAMAX;79;102;21;MOVILES;CAMARAS
CL29M;Camara interior para DSM;STREAMAX;90.61;98.85;21;MOVILES;CAMARAS
DAE-CFM5210-CYP;Front-view Monitoring  AD;DAHUA;41.3;41.3;21;MOVILES;CAMARAS
DAE-CPC5241FPN-M12-0280B;2MP Mobile 2.8mm Dome wit;DAHUA;108.76;108.76;21;MOVILES;CAMARAS
DS-2XM6726G1-ID-020;Mobile Dome Camera;HIKVISION;181;237;21;MOVILES;CAMARAS
DS-MCH208-32G-GLE;Camara Casco GLE;HIKVISION;0;0;21;MOVILES;CAMARAS
DS-MCW407-32G-GLE;Body Cam 4G LTE;HIKVISION;0;0;21;MOVILES;CAMARAS
HAC-HDBW2231F-M;Camara HDCVI Domo 2Mpx Mo;DAHUA;48.18;48.18;21;MOVILES;CAMARAS
HAC-HDBW2241FP-M-A-0280B;Domo movil HDCVI 2 mpx IP;DAHUA;48.18;48.18;21;MOVILES;CAMARAS
HAC-HDBW3200FP-M-0280B-S5;Cam mobile HDCVI domo 2Mp;DAHUA;33.04;33.04;21;MOVILES;CAMARAS
HAC-HMW3200DP-H-0280B-S5;2MP Mobile HDCVI IR Cube;DAHUA;30.29;30.29;21;MOVILES;CAMARAS
HAC-HMW3200DP-V-0280B-S5;2MP Mobile HDCVI IR Cube;DAHUA;30.29;30.29;21;MOVILES;CAMARAS
HAC-HMW3200LP-0210B;Cámara HDCVI p/vehiculos;DAHUA;23.6;23.6;21;MOVILES;CAMARAS
HAC-HMW3200P-0210B-S5;Cámara HDCVI 2 MP Lente;DAHUA;33.04;33.04;21;MOVILES;CAMARAS
HAC-HMW3200P-0280B;Camara HDCVI 2Mpx 2.8mm p;DAHUA;23.6;23.6;21;MOVILES;CAMARAS
HAC-HMW3200P-0280B-S5;Cámara HDCVI 2 MP Lente;DAHUA;33.04;33.04;21;MOVILES;CAMARAS
HAC-HMW3200P-0360B;Cámara HDCVI Domo 2Mpx 3.;DAHUA;23.6;23.6;21;MOVILES;CAMARAS
HAC-HUM1220GP-M-0360B;2MP 3.6 HDCVI Mobile;DAHUA;7.08;7.08;21;MOVILES;CAMARAS
IPC24M-A;2MP IR Lat Der;STREAMAX;25;25;21;MOVILES;CAMARAS
IPC-HDBW3231FP-M-DAE-0280B;IPC 2MP Mic IK10 OUTLET;DAHUA;38;38;21;MOVILES;CAMARAS
IPC-HDBW4231F-M12;Minidomo Anti bandal Veh;DAHUA;33.04;33.04;21;MOVILES;CAMARAS
MPTZ1100-2030RA-NT;Domo PTZ Vehiculos 2Mpx 3;DAHUA;894.83;894.83;21;MOVILES;CAMARAS
P3-HOST;Camara/Host p/conteo pers;STREAMAX;282.4;308.07;21;MOVILES;CAMARAS
P3-SEC;P3 Secundario - Conteo pu;STREAMAX;140.26;153.01;21;MOVILES;CAMARAS
SM-C6D-SLAVE;Slave camera para C6D-AI;STREAMAX;92.57;100.99;21;MOVILES;CAMARAS
SM-CA20S-28;2MP AHD 2.8 Mobile;STREAMAX;86.4;94.26;21;MOVILES;CAMARAS
SM-MINIC24-D-36;2MP AHD Mobile Lat Der;STREAMAX;74.81;81.61;21;MOVILES;CAMARAS
SM-MINIC24-I-36;2MP AHD Mobile Lat Izq;STREAMAX;74.81;81.61;21;MOVILES;CAMARAS
SM-MINIDOMO-28;Cámara vehicular interior;STREAMAX;44.88;48.96;21;MOVILES;CAMARAS
SM-REARCAM-28;2MP AHD IR Vehicle;STREAMAX;56.11;61.21;21;MOVILES;CAMARAS
SVT-A6620C;Small dome 1080P- AHD -2.;STREAMAX;52.36;57.13;21;MOVILES;CAMARAS
TPC-PT8420MP;PTZ vehiculos dual termic;DAHUA;472;472;21;MOVILES;CAMARAS
P550;Central Telefonica 50User;YEASTAR;520;645;10.5;TELEFONIA IP;CENTRAL HIBRIDA
P560;Central IP PBX;YEASTAR;795;990;10.5;TELEFONIA IP;CENTRAL HIBRIDA
P570;Central Telefonica IP PBX;YEASTAR;1424;1781;10.5;TELEFONIA IP;CENTRAL HIBRIDA
S100;Central IP PBX 100 User;YEASTAR;530;653;10.5;TELEFONIA IP;CENTRAL HIBRIDA
S20;Central Telefonica IP PBX;YEASTAR;239;294;10.5;TELEFONIA IP;CENTRAL HIBRIDA
S300;Central Telefonica IP PBX;YEASTAR;995;1295;10.5;TELEFONIA IP;CENTRAL HIBRIDA
S412;Central Telefonica Hybrid;YEASTAR;390;488;21;TELEFONIA IP;CENTRAL HIBRIDA
S50;Central Telefonica IP PBX;YEASTAR;435;535;10.5;TELEFONIA IP;CENTRAL HIBRIDA
W710H;Central MultiCell Linkvil;FANVIL;85;110;10.5;TELEFONIA IP;CENTRAL HIBRIDA
DL30Z;Cerradura ZigBee App;ZKTECO;115.69;150.37;21;CONTROL DE ACCESO;CERRADURAS
ECL02;Pestillo electrico locker;ZKTECO;12.8;13.32;21;CONTROL DE ACCESO;CERRADURAS
GL300-LEFT;Cerradura Autonoma IZQ;ZKTECO;134.98;140.35;21;CONTROL DE ACCESO;CERRADURAS
GL300-RIGHT;Cerradura autónoma DER;ZKTECO;134.98;175.44;21;CONTROL DE ACCESO;CERRADURAS
IDLOCK-BIO;Cerradura digital PIN/FP;CONTROL iD;195.65;279.78;21;CONTROL DE ACCESO;CERRADURAS
IDLOCK-SEN;Cerradura PIN BLuethoot;CONTROL iD;126.6;181.03;21;CONTROL DE ACCESO;CERRADURAS
ML200;Cerradura FP / BT;ZKTECO;74.38;96.73;21;CONTROL DE ACCESO;CERRADURAS
ML300;Cerradura FP BT;ZKTECO;124;162;21;CONTROL DE ACCESO;CERRADURAS
RG4100;Gateway Zig-Bee Cerradura;ZKTECO;51.77;67.32;21;CONTROL DE ACCESO;CERRADURAS
SL01-T430H;Wi-Fi Lock;ZKTECO;134.6;175;21;CONTROL DE ACCESO;CERRADURAS
SL03-T420H;Zigbee Lock ZKTeco;ZKTECO;124.8;162.2;21;CONTROL DE ACCESO;CERRADURAS
SLG100;Gateway Cerradura ZigBee;ZKTECO;30.43;31.62;10.5;CONTROL DE ACCESO;CERRADURAS
SLG200;Gateway Cerradura;ZKTECO;26.86;34.94;10.5;CONTROL DE ACCESO;CERRADURAS
SLG410;Gateway Zigbee Cerradura;ZKTECO;57.8;75.14;10.5;CONTROL DE ACCESO;CERRADURAS
TL300Z;Cerradura ZigBee;ZKTECO;221.68;288.15;21;CONTROL DE ACCESO;CERRADURAS
TL400B;Cerradura Inteligente;ZKTECO;214;278.9;21;CONTROL DE ACCESO;CERRADURAS
TL700;Cerradura FP Timbre;ZKTECO;125.29;162.86;21;CONTROL DE ACCESO;CERRADURAS
TL800;Cerradura con visor;ZKTECO;231.37;300.82;21;CONTROL DE ACCESO;CERRADURAS
TX02-Z03H;Smart Zigbee Gateway;ZKTECO;0;0;21;CONTROL DE ACCESO;CERRADURAS
ZL400-L;Cerradura Hotel Zigbee;ZKTECO;134.98;175.44;21;CONTROL DE ACCESO;CERRADURAS
ZL400-R;Cerradura Hotel ZigBee;ZKTECO;134.98;175.44;21;CONTROL DE ACCESO;CERRADURAS
ZL500L-Inward;Cerradura por App;ZKTECO;144.59;187.94;21;CONTROL DE ACCESO;CERRADURAS
ZL500L-Outward;Cerradura Inalámbrica APP;ZKTECO;144.59;187.94;21;CONTROL DE ACCESO;CERRADURAS
ZL500R-Inward;Cerradura por App;ZKTECO;144.59;187.94;21;CONTROL DE ACCESO;CERRADURAS
ZL500R-Outward;Cerradura Inalámbrica APP;ZKTECO;144.59;187.94;21;CONTROL DE ACCESO;CERRADURAS
ZL700L-Inward;Cerradura Hotel RFID;ZKTECO;154.19;200.43;21;CONTROL DE ACCESO;CERRADURAS
ZL700L-Outward;Cerradura Hotel RFID;ZKTECO;154.19;200.43;21;CONTROL DE ACCESO;CERRADURAS
ZL700R-Inward;Cerradura Hotel RFID;ZKTECO;154.19;200.43;21;CONTROL DE ACCESO;CERRADURAS
ZL700R-Outward;Cerradura Hotel RFID;ZKTECO;154.19;200.43;21;CONTROL DE ACCESO;CERRADURAS
ZM100S;Cerradura multibiométrica;ZKTECO;371.79;483.31;21;CONTROL DE ACCESO;CERRADURAS
F2;Cerradura F2;AKUBELA;235;305;21;DOMOTICA;CERRADURAS
SL50;Cerradura SL50;AKUBELA;230;252;21;DOMOTICA;CERRADURAS
